Index,Lot,Date,Time,pH,Temp,Current,Voltage,Result
1279,19,2021-09-28,오후 6:14:49.6,2.15,23.82,4.1,4.73,0
1280,19,2021-09-28,오후 6:14:54.6,2.14,21.28,4.09,3.73,0
1281,19,2021-09-28,오후 6:14:59.6,2.64,26.59,4.09,3.91,0
1282,19,2021-09-28,오후 6:15:04.6,1.87,23.28,3.58,4.7,0
1283,19,2021-09-28,오후 6:15:09.6,2.96,21.22,4.14,3.91,0
1284,19,2021-09-28,오후 6:15:14.6,1.88,25.31,3.82,4.17,0
1285,19,2021-09-28,오후 6:15:19.6,2.09,25.58,3.54,3.3,0
1286,19,2021-09-28,오후 6:15:24.6,2.98,22.73,4.21,4.6,0
1287,19,2021-09-28,오후 6:15:29.6,2.13,23.63,3.99,4.06,0
1288,19,2021-09-28,오후 6:15:34.6,2.82,26.98,3.07,3.23,0
1289,19,2021-09-28,오후 6:15:39.7,2.48,26.74,4.21,4.41,0
1290,19,2021-09-28,오후 6:15:44.7,2.88,27.07,4.37,3.7,0
1291,19,2021-09-28,오후 6:15:49.7,1.71,27.32,4.39,3.51,0
1292,19,2021-09-28,오후 6:15:54.7,2.34,21.33,3.62,4.76,0
1293,19,2021-09-28,오후 6:15:59.7,1.69,21.88,3.42,4.13,0
1294,19,2021-09-28,오후 6:16:04.7,2.71,23.53,3.28,4.2,0
1295,19,2021-09-28,오후 6:16:09.7,2.03,27.88,4.44,3.73,0
1296,19,2021-09-28,오후 6:16:14.7,2.57,22.19,3.62,4.19,0
1297,19,2021-09-28,오후 6:16:19.7,1.54,25.72,3.3,4.75,0
1298,19,2021-09-28,오후 6:16:24.7,2.71,25.69,4.33,4.48,0
1299,19,2021-09-28,오후 6:16:29.7,1.78,23.73,3.85,4.25,0
1300,19,2021-09-28,오후 6:16:34.7,1.51,26.17,3.8,3.94,0
1301,19,2021-09-28,오후 6:16:39.7,1.8,25.42,3.97,3.81,0
1302,19,2021-09-28,오후 6:16:44.7,2.23,26.8,4.01,4.12,0
1303,19,2021-09-28,오후 6:16:49.7,1.53,23.69,3.47,4.67,0
1304,19,2021-09-28,오후 6:16:54.7,1.61,22.9,4.28,4.25,0
1305,19,2021-09-28,오후 6:16:59.7,2.26,25.38,3.88,4.1,0
1306,19,2021-09-28,오후 6:17:04.7,2.3,26.21,3.65,3.92,0
1307,19,2021-09-28,오후 6:17:09.7,2.92,22.45,4.3,3.11,0
1308,19,2021-09-28,오후 6:17:14.7,2.22,22.37,4.16,4.68,0
1309,19,2021-09-28,오후 6:17:19.7,1.96,21.11,4.31,3.49,0
1310,19,2021-09-28,오후 6:17:24.7,1.53,27.47,3.6,3.81,0
1311,19,2021-09-28,오후 6:17:29.7,1.92,23.23,3.23,3.38,0
1312,20,2021-09-28,오후 6:17:57.3,2.07,23.68,4.18,3.61,0
1313,20,2021-09-28,오후 6:18:02.4,2.46,22.4,4.05,3.47,0
1314,20,2021-09-28,오후 6:18:07.4,2.68,26.52,3.18,4.75,0
1315,20,2021-09-28,오후 6:18:12.4,2.9,26.63,4.18,4.35,0
1316,20,2021-09-28,오후 6:18:17.4,2.64,21.44,4.43,3.26,0
1317,20,2021-09-28,오후 6:18:22.4,2.3,25.02,4.16,4.6,0
1318,20,2021-09-28,오후 6:18:27.4,1.77,26.3,3.39,4.08,0
1319,20,2021-09-28,오후 6:18:32.4,2.6,25.26,3.84,3.66,0
1320,20,2021-09-28,오후 6:18:37.4,1.69,24.85,4.05,4.15,0
1321,20,2021-09-28,오후 6:18:42.4,1.96,22.14,3.71,4.55,0
1322,20,2021-09-28,오후 6:18:47.4,2.25,25.44,3.45,3.03,0
1323,20,2021-09-28,오후 6:18:52.4,1.51,23.87,3.07,3.52,0
1324,20,2021-09-28,오후 6:18:57.4,1.85,27.72,3.8,3.89,0
1325,20,2021-09-28,오후 6:19:02.4,2.76,21.77,3.62,4.94,0
1326,20,2021-09-28,오후 6:19:07.4,1.54,23.65,3.81,3.17,0
1327,20,2021-09-28,오후 6:19:12.4,2.36,23.79,3.73,4.78,0
1328,20,2021-09-28,오후 6:19:17.4,2.72,26.24,3.43,4.28,0
1329,20,2021-09-28,오후 6:19:22.4,4.69,27.25,3.58,4.89,0
1330,20,2021-09-28,오후 6:19:27.4,2.68,26.03,3.71,4.9,0
1331,20,2021-09-28,오후 6:19:32.4,2.18,24.97,3.74,4.57,0
1332,20,2021-09-28,오후 6:19:37.4,2.85,21.38,3.25,3.85,0
1333,20,2021-09-28,오후 6:19:42.4,2.23,21.81,4.31,3.12,0
1334,20,2021-09-28,오후 6:19:47.4,2.99,22.93,3.69,3.16,0
1335,20,2021-09-28,오후 6:19:52.4,1.91,21.93,3.5,4.76,0
1336,20,2021-09-28,오후 6:19:57.4,1.77,23.49,3.16,4.15,0
1337,20,2021-09-28,오후 6:20:02.5,2.02,23.12,4.24,3.13,0
1338,20,2021-09-28,오후 6:20:07.5,1.72,23.15,3.88,4.88,0
1339,20,2021-09-28,오후 6:20:12.5,1.75,26.64,3.43,4.83,0
1340,20,2021-09-28,오후 6:20:17.5,2.39,22.65,4.45,3.64,0
1341,20,2021-09-28,오후 6:20:22.5,2.85,25.15,3.95,3.6,0
1342,20,2021-09-28,오후 6:20:27.5,1.9,23.03,3.49,3.94,0
1343,20,2021-09-28,오후 6:20:32.5,2.26,22.05,3.27,4.15,0
1344,20,2021-09-28,오후 6:20:37.5,2.76,23.92,4.36,3.1,0
1345,20,2021-09-28,오후 6:20:42.5,2.64,26.7,4.01,3.16,0
1346,20,2021-09-28,오후 6:20:47.5,1.52,18.48,3.93,4.72,0
1347,20,2021-09-28,오후 6:20:52.5,1.98,24.26,3.03,3.89,0
1348,20,2021-09-28,오후 6:20:57.5,2.31,25.81,4.25,4,0
1349,20,2021-09-28,오후 6:21:02.5,1.89,27.46,3.59,3.26,0
1350,20,2021-09-28,오후 6:21:07.5,2.2,24.89,4.06,4.94,0
1351,20,2021-09-28,오후 6:21:12.5,1.64,27.41,4.25,3.59,0
1352,20,2021-09-28,오후 6:21:17.5,2.3,22.74,4.42,4.55,0
1353,20,2021-09-28,오후 6:21:22.6,2.32,24.95,3.49,3.41,0
1354,20,2021-09-28,오후 6:21:27.6,1.92,25.27,3.76,3.48,0
1355,20,2021-09-28,오후 6:21:32.6,1.73,23.2,3.35,3.2,0
1356,20,2021-09-28,오후 6:21:37.6,2.25,24.5,3.99,4.79,0
1357,20,2021-09-28,오후 6:21:42.6,2.35,25.63,4.38,4.09,0
1358,20,2021-09-28,오후 6:21:47.6,2.27,26.45,4,3.94,0
1359,20,2021-09-28,오후 6:21:52.6,1.91,21.33,3.19,3.63,0
1360,20,2021-09-28,오후 6:21:57.6,2.68,26.5,4.01,3.75,0
1361,20,2021-09-28,오후 6:22:02.6,1.66,23.21,3.82,4.09,0
1362,20,2021-09-28,오후 6:22:07.6,2.28,27.01,3.72,3.97,0
1363,20,2021-09-28,오후 6:22:12.6,2.01,21.44,4.36,4.12,0
1364,20,2021-09-28,오후 6:22:17.6,2.09,25.55,4.49,4.59,0
1365,20,2021-09-28,오후 6:22:22.6,2.82,21.4,3.04,3.17,0
1366,20,2021-09-28,오후 6:22:27.6,2.29,25.04,3.55,4.76,0
1367,20,2021-09-28,오후 6:22:32.6,1.74,26.79,4.49,4.14,0
1368,20,2021-09-28,오후 6:22:37.6,2.37,26.59,3.42,4.86,0
1369,20,2021-09-28,오후 6:22:42.6,2.47,24.81,3.89,4.66,0
1370,20,2021-09-28,오후 6:22:47.6,2.06,22.55,3.25,3.54,0
1371,20,2021-09-28,오후 6:22:52.6,2.69,23.96,3.39,3.85,0
1372,20,2021-09-28,오후 6:22:57.6,2.08,26.11,4.42,3.42,0
1373,20,2021-09-28,오후 6:23:02.6,1.55,26.29,4.48,4.56,0
1374,20,2021-09-28,오후 6:23:07.6,2.65,26.58,3.21,3.15,0
1375,20,2021-09-28,오후 6:23:12.7,1.68,26.42,4.39,4.81,0
1376,20,2021-09-28,오후 6:23:17.7,1.77,23.96,3.96,4.36,0
1377,20,2021-09-28,오후 6:23:22.7,2.17,27.04,3.47,3.17,0
1378,20,2021-09-28,오후 6:23:27.7,2.49,27.92,3.74,3.77,0
1379,20,2021-09-28,오후 6:23:32.7,2.4,24.51,4.38,4.83,0
1380,20,2021-09-28,오후 6:23:37.7,2.85,21.6,3.95,4.19,0
1381,21,2021-09-28,오후 6:24:03.5,1.76,25.07,4.11,3.82,0
1382,21,2021-09-28,오후 6:24:08.5,1.66,21.26,3.18,4.94,0
1383,21,2021-09-28,오후 6:24:13.5,2.21,23.37,3.91,4.7,0
1384,21,2021-09-28,오후 6:24:18.5,2.73,22.42,3.87,3.01,0
1385,21,2021-09-28,오후 6:24:23.5,2.48,22.62,3.69,4.12,0
1386,21,2021-09-28,오후 6:24:28.5,2.9,24.49,3.43,3.23,0
1387,21,2021-09-28,오후 6:24:33.5,2.41,21.75,3.11,4.72,0
1388,21,2021-09-28,오후 6:24:38.5,2.79,24.33,4.07,4.99,0
1389,21,2021-09-28,오후 6:24:43.5,2.76,27.35,3.43,4.28,0
1390,21,2021-09-28,오후 6:24:48.5,2.59,25.55,3.52,3.28,0
1391,21,2021-09-28,오후 6:24:53.6,2.22,23.95,3.73,3.02,0
1392,21,2021-09-28,오후 6:24:58.6,2.18,26.45,3.63,3.88,0
1393,21,2021-09-28,오후 6:25:03.6,2.05,23,3.05,3.98,0
1394,21,2021-09-28,오후 6:25:08.6,1.68,21.02,3.62,3.55,0
1395,21,2021-09-28,오후 6:25:13.6,1.9,26.95,4.34,3.62,0
1396,21,2021-09-28,오후 6:25:18.6,1.6,27.03,3.24,4.13,0
1397,21,2021-09-28,오후 6:25:23.6,2.59,26.13,3.07,4.45,0
1398,21,2021-09-28,오후 6:25:28.6,2.23,23.44,3.45,3.04,0
1399,21,2021-09-28,오후 6:25:33.6,2.33,25.11,4.04,3.06,0
1400,21,2021-09-28,오후 6:25:38.6,2.53,21.84,3.91,3.29,0
1401,21,2021-09-28,오후 6:25:43.6,2.37,25.4,4.47,3.24,0
1402,21,2021-09-28,오후 6:25:48.6,1.63,24.87,3.52,3.81,0
1403,21,2021-09-28,오후 6:25:53.6,2.57,25.04,3.4,4.24,0
1404,21,2021-09-28,오후 6:25:58.6,2.18,23.26,3.45,3.89,0
1405,21,2021-09-28,오후 6:26:03.6,2.2,27.42,4.34,3.8,0
1406,21,2021-09-28,오후 6:26:08.6,2.06,26.92,4.22,3.94,0
1407,21,2021-09-28,오후 6:26:13.6,1.76,23.41,3.06,3.49,0
1408,21,2021-09-28,오후 6:26:18.6,2.24,24.24,4.23,4.94,0
1409,21,2021-09-28,오후 6:26:23.6,1.53,24.45,3.59,4.16,0
1410,21,2021-09-28,오후 6:26:28.6,1.58,22.28,3.18,3.42,0
1411,21,2021-09-28,오후 6:26:33.6,2.36,27.49,4.12,3.2,0
1412,21,2021-09-28,오후 6:26:38.7,2.84,23.25,4.07,4.06,0
1413,21,2021-09-28,오후 6:26:43.7,2.16,25.82,3.55,3.53,0
1414,21,2021-09-28,오후 6:26:48.7,1.95,25.8,4.47,4.27,0
1415,21,2021-09-28,오후 6:26:53.7,2.49,27.04,3.34,4.69,0
1416,21,2021-09-28,오후 6:26:58.7,1.9,22.6,4.49,4.94,0
1417,21,2021-09-28,오후 6:27:03.7,2.76,24.96,3.61,4.88,0
1418,21,2021-09-28,오후 6:27:08.7,1.77,27.3,4.18,4.25,0
1419,21,2021-09-28,오후 6:27:13.7,2.37,24.85,4.33,4.26,0
1420,21,2021-09-28,오후 6:27:18.7,1.8,25.89,3.53,4.56,0
1421,21,2021-09-28,오후 6:27:23.7,1.99,21.18,3.8,4.55,0
1422,21,2021-09-28,오후 6:27:28.7,2.71,24.39,3.21,3.59,0
1423,21,2021-09-28,오후 6:27:33.7,2.53,27.37,4.18,3.42,0
1424,21,2021-09-28,오후 6:27:38.7,1.78,26.18,3.58,3.02,0
1425,21,2021-09-28,오후 6:27:43.7,2.19,26.05,3.44,4.66,0
1426,21,2021-09-28,오후 6:27:48.7,2.97,26.78,4.02,3.4,0
1427,21,2021-09-28,오후 6:27:53.7,1.85,27.52,3.98,3.95,0
1428,21,2021-09-28,오후 6:27:58.7,2.79,27.43,3.24,3.75,0
1429,21,2021-09-28,오후 6:28:03.7,1.92,24.31,3.93,4.15,0
1430,21,2021-09-28,오후 6:28:08.7,2,25.65,3.84,4.34,0
1431,21,2021-09-28,오후 6:28:13.8,1.6,23.66,3.45,4.25,0
1432,21,2021-09-28,오후 6:28:18.8,2.63,23.91,3.69,3.45,0
1433,21,2021-09-28,오후 6:28:23.8,2.1,21.05,3.83,3.53,0
1434,21,2021-09-28,오후 6:28:28.8,1.94,23.25,3.97,4.78,0
1435,21,2021-09-28,오후 6:28:33.8,1.53,27.18,3.35,3.97,0
1436,21,2021-09-28,오후 6:28:38.8,2.59,25.05,4,3.46,0
1437,21,2021-09-28,오후 6:28:43.8,1.74,24.72,4.07,3.81,0
1438,21,2021-09-28,오후 6:28:48.8,2.11,23.68,4.25,3.52,0
1439,21,2021-09-28,오후 6:28:53.8,1.54,23.8,3.58,4.23,0
1440,21,2021-09-28,오후 6:28:58.8,2.29,24.57,3.24,4.25,0
1441,21,2021-09-28,오후 6:29:03.8,2.24,25.67,3.06,3.26,0
1442,21,2021-09-28,오후 6:29:08.8,2.93,24.7,3.99,4.79,0
1443,21,2021-09-28,오후 6:29:13.8,2.81,25.47,3.52,3.17,0
1444,21,2021-09-28,오후 6:29:18.8,1.77,27.55,3.76,4.88,0
1445,21,2021-09-28,오후 6:29:23.8,1.57,26.91,3.01,3.45,0
1446,21,2021-09-28,오후 6:29:28.8,2.16,21.11,3.24,4.53,0
1447,21,2021-09-28,오후 6:29:33.8,1.81,23.24,4.25,3.22,0
1448,21,2021-09-28,오후 6:29:38.8,2.23,27.06,3.12,4.72,0
1449,21,2021-09-28,오후 6:29:43.9,2.78,25.42,4.32,3.52,0
1450,22,2021-09-28,오후 6:30:08.9,2.55,26.45,3.18,3.85,0
1451,22,2021-09-28,오후 6:30:13.9,2.24,27.97,3.57,4.95,0
1452,22,2021-09-28,오후 6:30:18.9,1.92,22.74,3.58,3.82,0
1453,22,2021-09-28,오후 6:30:23.9,2.68,21.51,3.61,3.88,0
1454,22,2021-09-28,오후 6:30:28.9,2.39,27.02,3.54,3.14,0
1455,22,2021-09-28,오후 6:30:33.9,1.83,22.37,3.56,4.71,0
1456,22,2021-09-28,오후 6:30:38.9,2.11,22.8,3.96,4.12,0
1457,22,2021-09-28,오후 6:30:43.9,2.24,26.21,3.56,4.86,0
1458,22,2021-09-28,오후 6:30:48.9,1.62,25.78,3.09,3.09,0
1459,22,2021-09-28,오후 6:30:53.9,2.4,22.61,3.23,2.14,0
1460,22,2021-09-28,오후 6:30:58.9,2,24.01,3.61,3.98,0
1461,22,2021-09-28,오후 6:31:03.9,2.76,24.6,3.18,3.99,0
1462,22,2021-09-28,오후 6:31:09.0,2.38,26.78,3.53,4.89,0
1463,22,2021-09-28,오후 6:31:14.0,2.5,25.34,4,4.7,0
1464,22,2021-09-28,오후 6:31:19.0,1.98,23.46,4.24,4.23,0
1465,22,2021-09-28,오후 6:31:24.0,2.47,25.01,3.55,3.31,0
1466,22,2021-09-28,오후 6:31:29.0,2.97,24.26,3.69,3.63,0
1467,22,2021-09-28,오후 6:31:34.0,2.59,24.76,3.57,4.71,0
1468,22,2021-09-28,오후 6:31:39.0,2.68,21.06,4.38,3.13,0
1469,22,2021-09-28,오후 6:31:44.0,1.55,24.78,4.17,3.33,0
1470,22,2021-09-28,오후 6:31:49.0,2.23,23.26,3.03,4.39,0
1471,22,2021-09-28,오후 6:31:54.0,2.4,22.61,3.23,2.14,0
1472,22,2021-09-28,오후 6:31:59.0,2.38,23.79,4.42,4.06,0
1473,22,2021-09-28,오후 6:32:04.0,2.75,23.31,4.38,4.59,0
1474,22,2021-09-28,오후 6:32:09.0,2.98,23.98,3.95,3.04,0
1475,22,2021-09-28,오후 6:32:14.0,2.59,21.23,3.85,4.32,0
1476,22,2021-09-28,오후 6:32:19.0,2.37,25.13,4.2,4.97,0
1477,22,2021-09-28,오후 6:32:24.0,2.01,26.3,4.47,3.72,0
1478,22,2021-09-28,오후 6:32:29.0,2.48,25.61,4.27,4.21,0
1479,22,2021-09-28,오후 6:32:34.0,1.6,26.24,4.49,3.53,0
1480,22,2021-09-28,오후 6:32:39.1,1.98,25.4,4.46,4.55,0
1481,22,2021-09-28,오후 6:32:44.1,2.02,26.42,3.3,3.72,0
1482,22,2021-09-28,오후 6:32:49.1,2.28,24.89,4.37,4.77,0
1483,22,2021-09-28,오후 6:32:54.1,2.22,23.38,3.65,3.95,0
1484,22,2021-09-28,오후 6:32:59.1,1.56,25.73,3.65,4.28,0
1485,22,2021-09-28,오후 6:33:04.1,2.05,23.94,3.7,4.92,0
1486,22,2021-09-28,오후 6:33:09.1,2.29,26.24,4.44,4.08,0
1487,22,2021-09-28,오후 6:33:14.1,2.34,24.68,3.45,4.19,0
1488,22,2021-09-28,오후 6:33:19.1,2.35,24.62,3.13,3.69,0
1489,22,2021-09-28,오후 6:33:24.1,2.09,26.72,3.69,4.09,0
1490,22,2021-09-28,오후 6:33:29.1,2.65,23.55,4.34,4.39,0
1491,22,2021-09-28,오후 6:33:34.1,1.54,25.37,3.58,3.67,0
1492,22,2021-09-28,오후 6:33:39.1,2.77,24.59,4.02,3.89,0
1493,22,2021-09-28,오후 6:33:44.1,2.18,24.45,3.59,3.05,0
1494,22,2021-09-28,오후 6:33:49.1,2.74,26.72,3.14,3.63,0
1495,22,2021-09-28,오후 6:33:54.1,1.85,26.6,3.53,3.46,0
1496,22,2021-09-28,오후 6:33:59.1,2.4,22.61,3.23,2.14,0
1497,22,2021-09-28,오후 6:34:04.1,2.61,21.75,4.39,3.6,0
1498,22,2021-09-28,오후 6:34:09.2,1.92,27.81,4.15,4.75,0
1499,22,2021-09-28,오후 6:34:14.2,2.98,23.76,3.62,4.78,0
1500,22,2021-09-28,오후 6:34:19.2,2.68,23.07,3.39,3.15,0
1501,22,2021-09-28,오후 6:34:24.2,1.76,27.41,3.21,4.55,0
1502,22,2021-09-28,오후 6:34:29.2,1.7,22.06,3.85,3.43,0
1503,22,2021-09-28,오후 6:34:34.2,2.19,27,3.44,4.44,0
1504,22,2021-09-28,오후 6:34:39.2,1.56,25.73,3.87,3.3,0
1505,22,2021-09-28,오후 6:34:44.2,2.4,22.61,3.23,2.14,0
1506,22,2021-09-28,오후 6:34:49.2,2.48,24.8,3.47,3.93,0
1507,22,2021-09-28,오후 6:34:54.2,1.74,24.16,3.39,4.92,0
1508,22,2021-09-28,오후 6:34:59.2,2.79,25.78,3.6,4.38,0
1509,22,2021-09-28,오후 6:35:04.2,1.9,26.68,4.06,3.45,0
1510,22,2021-09-28,오후 6:35:09.2,1.78,25.76,3.92,3.33,0
1511,22,2021-09-28,오후 6:35:14.2,2.19,27.32,3.66,4.68,0
1512,22,2021-09-28,오후 6:35:19.2,2.67,21.51,3.04,4.61,0
1513,22,2021-09-28,오후 6:35:24.2,2.04,21.88,3.62,3.74,0
1514,22,2021-09-28,오후 6:35:29.2,2.25,25.02,4.27,4.97,0
1515,22,2021-09-28,오후 6:35:34.2,2.33,24.68,4.22,3.72,0
1516,22,2021-09-28,오후 6:35:39.2,1.64,25.47,4.27,4.55,0
1517,22,2021-09-28,오후 6:35:44.2,2.79,24.03,3.75,3.11,0
1518,22,2021-09-28,오후 6:35:49.2,1.71,27.09,4.04,4.24,0
1,1,2021-09-29,오후 4:29:54.0,1.87,25.23,3.95,4.55,0
2,1,2021-09-29,오후 4:29:59.0,2.67,25.96,3.55,4.51,0
3,1,2021-09-29,오후 4:30:04.0,2.31,23.35,3.99,3.06,0
4,1,2021-09-29,오후 4:30:09.0,2.38,23.89,4.1,3.5,0
5,1,2021-09-29,오후 4:30:14.0,2.24,22.96,4.08,4.71,0
6,1,2021-09-29,오후 4:30:19.0,2.2,25.03,3.1,4.33,0
7,1,2021-09-29,오후 4:30:24.0,1.73,24.84,3.99,4.57,0
8,1,2021-09-29,오후 4:30:29.0,2.11,25.88,3.61,3.48,0
9,1,2021-09-29,오후 4:30:34.0,1.96,22.79,4.38,3.35,0
10,1,2021-09-29,오후 4:30:39.0,1.95,24.65,4.18,4.93,0
11,1,2021-09-29,오후 4:30:44.0,2.82,25.69,3.57,4.47,0
12,1,2021-09-29,오후 4:30:49.0,2.26,25.09,3.78,4.67,0
13,1,2021-09-29,오후 4:30:54.0,2.76,22.58,4.49,4.77,0
14,1,2021-09-29,오후 4:30:59.0,2.66,22.11,4.29,3.41,0
15,1,2021-09-29,오후 4:31:04.0,2.6,22.49,4.07,4.6,0
16,1,2021-09-29,오후 4:31:09.0,2.47,25.19,3.91,4.27,0
17,1,2021-09-29,오후 4:31:14.0,2.35,25.72,3.75,3.88,0
18,1,2021-09-29,오후 4:31:19.1,1.54,25.43,3.5,4.31,0
19,1,2021-09-29,오후 4:31:24.1,1.6,23.93,3.16,3.49,0
20,1,2021-09-29,오후 4:31:29.1,2.06,21.65,4.19,3.46,0
21,1,2021-09-29,오후 4:31:34.1,2.61,21.37,3.04,3.3,0
22,1,2021-09-29,오후 4:31:39.1,2.39,26.83,3.02,3.55,0
23,1,2021-09-29,오후 4:31:44.1,2.64,26.71,4.05,3.13,0
24,1,2021-09-29,오후 4:31:49.1,2.02,26.71,3.63,3.57,0
25,1,2021-09-29,오후 4:31:54.1,1.8,21.54,4.41,4.75,0
26,1,2021-09-29,오후 4:31:59.1,2.21,24.58,3.55,4.92,0
27,1,2021-09-29,오후 4:32:04.1,1.57,25.65,3.57,4.55,0
28,1,2021-09-29,오후 4:32:09.1,1.97,21.91,3.28,3.34,0
29,1,2021-09-29,오후 4:32:14.1,1.99,24.49,4.34,4.06,0
30,1,2021-09-29,오후 4:32:19.1,1.7,21.04,3.3,4.98,0
31,1,2021-09-29,오후 4:32:24.1,1.78,27.31,3.57,3.77,0
32,1,2021-09-29,오후 4:32:29.1,1.59,21.55,4.32,4.26,0
33,1,2021-09-29,오후 4:32:34.1,2.97,25.5,3.52,4.68,0
34,1,2021-09-29,오후 4:32:39.1,2.93,22.15,3.09,4.31,0
35,1,2021-09-29,오후 4:32:44.1,1.84,23.43,4.46,4.72,0
36,1,2021-09-29,오후 4:32:49.1,2.14,23.05,3.41,4.75,0
37,1,2021-09-29,오후 4:32:54.1,2.38,23.57,4.17,3.46,0
38,1,2021-09-29,오후 4:32:59.1,1.94,21.1,3.21,4.32,0
39,1,2021-09-29,오후 4:33:04.1,3.31,24.47,3.74,3.23,0
40,1,2021-09-29,오후 4:33:09.2,1.82,24.37,4.43,4.59,0
41,1,2021-09-29,오후 4:33:14.2,1.81,24.06,3.92,4.06,0
42,1,2021-09-29,오후 4:33:19.2,2.28,23.76,4.3,3.22,0
43,1,2021-09-29,오후 4:33:24.2,1.63,26.82,3.17,3.17,0
44,1,2021-09-29,오후 4:33:29.2,1.55,24.47,3.85,3.52,0
45,1,2021-09-29,오후 4:33:34.2,2.86,23.4,3.49,4.45,0
46,1,2021-09-29,오후 4:33:39.2,1.58,25.35,3.4,3.45,0
47,1,2021-09-29,오후 4:33:44.2,2.26,27.09,3.33,3.84,0
48,1,2021-09-29,오후 4:33:49.2,2.15,23.67,3.97,4.64,0
49,1,2021-09-29,오후 4:33:54.2,1.59,26.55,3.82,4.13,0
50,1,2021-09-29,오후 4:33:59.2,1.88,24.6,3.89,4.24,0
51,1,2021-09-29,오후 4:34:04.2,2.58,25.98,3.45,4.11,0
52,1,2021-09-29,오후 4:34:09.2,2.84,22.5,3.89,4.73,0
53,1,2021-09-29,오후 4:34:14.2,2.95,26.7,3.4,3.02,0
54,1,2021-09-29,오후 4:34:19.2,2.55,24.45,4.1,4.09,0
55,1,2021-09-29,오후 4:34:24.2,2.02,25.49,3.57,4.78,0
56,1,2021-09-29,오후 4:34:29.2,1.64,24.39,3.02,4.24,0
57,1,2021-09-29,오후 4:34:34.3,2.04,21.84,3.77,3.8,0
58,1,2021-09-29,오후 4:34:39.3,1.72,25.5,3.31,3.27,0
59,1,2021-09-29,오후 4:34:44.3,2.78,26.72,3.09,3.58,0
60,1,2021-09-29,오후 4:34:49.3,1.91,24.04,3.29,3.57,0
61,1,2021-09-29,오후 4:34:54.3,1.82,24.21,3.93,4.09,0
62,1,2021-09-29,오후 4:34:59.3,2.84,22.91,3.35,3.69,0
63,1,2021-09-29,오후 4:35:04.3,2.03,26.59,3.43,4.13,0
64,1,2021-09-29,오후 4:35:09.3,2.44,24.69,3.47,3.29,0
65,1,2021-09-29,오후 4:35:14.3,1.52,22.53,4.22,3.91,0
66,1,2021-09-29,오후 4:35:19.3,3.64,24.45,3.3,2.35,0
67,1,2021-09-29,오후 4:35:24.3,2.58,23.93,4.24,3.83,0
68,1,2021-09-29,오후 4:35:29.3,2.34,24.04,3.55,3.17,0
69,1,2021-09-29,오후 4:35:34.3,1.59,22.93,3.16,4.75,0
70,2,2021-09-29,오후 4:36:00.4,1.82,24.51,3.25,4.47,0
71,2,2021-09-29,오후 4:36:05.4,2.4,22.67,3.87,4.29,0
72,2,2021-09-29,오후 4:36:10.4,2.35,23.56,3.95,3.4,0
73,2,2021-09-29,오후 4:36:15.4,1.97,23.28,3.54,3.15,0
74,2,2021-09-29,오후 4:36:20.4,2.57,21.92,3.54,3.85,0
75,2,2021-09-29,오후 4:36:25.4,2.87,23.75,3.01,4.57,0
76,2,2021-09-29,오후 4:36:30.4,2.77,25.05,3.46,3.97,0
77,2,2021-09-29,오후 4:36:35.4,2.1,26.18,3.07,3.66,0
78,2,2021-09-29,오후 4:36:40.5,2.55,24.39,4.12,3.5,0
79,2,2021-09-29,오후 4:36:45.5,1.81,26.73,3.37,4.82,0
80,2,2021-09-29,오후 4:36:50.5,1.74,25.84,3.74,4.09,0
81,2,2021-09-29,오후 4:36:55.5,1.66,23.51,3.7,3.68,0
82,2,2021-09-29,오후 4:37:00.5,2.74,23.31,3.57,4.06,0
83,2,2021-09-29,오후 4:37:05.5,2.81,27.03,3.27,4.48,0
84,2,2021-09-29,오후 4:37:10.5,2.13,25.02,4.14,3.64,0
85,2,2021-09-29,오후 4:37:15.5,1.74,24.69,3.75,3.7,0
86,2,2021-09-29,오후 4:37:20.5,1.75,24.81,3.84,3.5,0
87,2,2021-09-29,오후 4:37:25.5,2.98,21.18,4.15,4.07,0
88,2,2021-09-29,오후 4:37:30.5,2.4,21.71,3.71,3.81,0
89,2,2021-09-29,오후 4:37:35.5,2.52,23.99,4.28,3.66,0
90,2,2021-09-29,오후 4:37:40.5,2.64,24.83,3.44,4.85,0
91,2,2021-09-29,오후 4:37:45.5,2.64,27.48,3.33,4.93,0
92,2,2021-09-29,오후 4:37:50.5,2.84,24.86,3.24,3.1,0
93,2,2021-09-29,오후 4:37:55.5,2.82,24.16,3.19,4.92,0
94,2,2021-09-29,오후 4:38:00.5,2.16,27.4,4.24,4.29,0
95,2,2021-09-29,오후 4:38:05.6,2.14,27.78,4.27,3.43,0
96,2,2021-09-29,오후 4:38:10.6,2.97,27.25,3.92,3.5,0
97,2,2021-09-29,오후 4:38:15.6,2.69,27.4,3.97,3.59,0
98,2,2021-09-29,오후 4:38:20.6,1.72,27.32,3.95,4.17,0
99,2,2021-09-29,오후 4:38:25.6,2.13,27.58,3.76,4.89,0
100,2,2021-09-29,오후 4:38:30.6,1.92,21.14,3.76,4.42,0
101,2,2021-09-29,오후 4:38:35.6,2.55,25.2,3.64,4.76,0
102,2,2021-09-29,오후 4:38:40.6,2.08,26.25,4.23,4.26,0
103,2,2021-09-29,오후 4:38:45.6,1.99,26.92,4.46,4.14,0
